lat,lon,bat,tl_z_8,tl_z_half,tl_max_z
-37.75882455028353,-52.47175884670565,3957.7260188109985,163.04136123333788,119.92584049083777,180.20995366553393
-37.76813490442266,-52.491192217019154,3942.1602258730227,151.88500331793534,124.93474703526205,180.53463381264254
-37.77744203836029,-52.510630459917195,3945.331104979499,160.3098674144315,134.2333746088559,183.6234599182872
-37.78674595023253,-52.53007357657499,3946.7055414135466,150.27985509853133,124.7355406916522,168.28863319596405
-37.79604663817489,-52.54952156816579,3943.299449814709,159.04106233918975,126.42926093150982,176.78798050138255
-37.805344100322294,-52.568974435860845,3951.241210348755,150.14091799592035,127.2359415071436,167.964872127723
-37.81463833480897,-52.58843218082934,3959.4288789082393,150.48964644868047,123.2825740686963,176.72364930552766
-37.8239293397686,-52.60789480423854,3927.7684633141225,148.34357294696892,132.3848601429954,175.0946044813835
-37.83321711333423,-52.62736230725365,3920.094616034775,153.93418428738224,134.78754575257696,171.84796429987972
-37.84250165363828,-52.646834691037895,3929.1225232518254,160.30900771002425,128.4983681757227,178.64671112060233
-37.85178295881255,-52.66631195675246,3940.495370725403,149.92289783767743,133.57372727202736,167.6879900071004
-37.861061026988246,-52.68579410555649,3953.2187076258306,158.80398204734286,130.77057275163315,176.39047757839344
-37.87033585629593,-52.70528113860716,3944.3044503092674,152.94233812624867,126.49248095248403,170.58035081994078
-37.87960744486557,-52.72477305705955,3938.3205061796984,166.01205453621105,118.25041788936775,184.9686846956007
-37.88887579082654,-52.744269862066794,3929.299456660381,173.62224830843866,118.91556704786736,193.70916322501802
-37.89814089230754,-52.76377155477988,3914.674644822736,151.7524242329505,137.1027493185835,169.46274796580303
-37.90740274743671,-52.78327813634785,3988.5940492489826,155.22316063384784,125.87744031933974,173.33900307209802
-37.91666135434158,-52.80278960791764,4001.8406938826492,155.5744923139263,153.5963666667575,173.63507294087876
-37.92591671114901,-52.82230597063419,3962.2261296650818,151.19467651418023,131.08038924031734,169.06098123024702
-37.93516881598533,-52.841827225640316,3912.897586777889,156.7486576643771,125.03124974917998,174.17348974050802
-37.94441766697618,-52.861353374076856,3862.3046513047016,153.243896873503,126.11096501328325,176.84436465036217
-37.953663262246664,-52.88088441708253,3816.097447784232,146.8076535765622,136.64320487539706,172.22705023690594
-37.962905599921214,-52.900420355794026,3778.2930806861323,152.73161939174378,121.66895232548171,180.87722804645244
-37.9721446781237,-52.91996119134596,3773.7035303041002,157.21430863492958,124.2961450513713,174.8999624221217
-37.98138049497737,-52.93950692487085,3770.0951050010162,153.79327239734343,129.0941752400161,171.70694514264707
-37.99061304860484,-52.95905755749917,3761.303188543886,155.16436353133508,132.16107385022383,172.7727732891105
-37.99984233712814,-52.9786130903593,3750.217823102093,159.8817351372137,125.83806964485588,177.32355222969298
-38.009068358668706,-52.99817352457753,3733.4743026982146,166.30875571045948,126.36454201880218,184.03122050252867
-38.018291111347345,-53.01773886127807,3735.5911602642086,156.0618255241423,133.23539067041264,174.4224997223966
-38.027510593284276,-53.03730910158304,3738.203569763289,163.60554487519275,123.68684490112612,181.34567180300112
-38.03672680259909,-53.05688424661248,3727.647490674277,150.24004441396215,127.36198689882855,167.79627540032845
-38.0459397374108,-53.07646429748428,3719.881336149262,158.49659474424823,127.05055174850602,176.38532957251206
-38.055149395837816,-53.09604925531427,3726.982791571698,152.05559074756474,118.85952550971373,169.90041452502325
-38.0643557759979,-53.11563912121616,3710.9048932646656,151.34504813236114,120.03550335990799,173.89934446742558
-38.073558876008285,-53.13523389630156,3691.359932988214,153.70662454410336,138.25339329075192,172.51067892980893
-38.08275869398553,-53.1548335816799,3683.0419673942206,146.64390307908778,123.45559697474013,174.21871092311753
-38.091955228045656,-53.174438178458615,3675.043021032101,156.58428788550043,120.91341831144523,174.37192454763547
-38.10114847630403,-53.19404768774289,3660.48985417919,159.48628431060325,126.05102083259865,177.14539273100695
-38.11033843687545,-53.21366211063585,3643.8802228346426,157.20638743190003,124.65426342837857,175.1135607056917
-38.119525107874104,-53.23328144823848,3627.0954349866934,153.9555533754063,121.75674692631762,171.66394548906055
-38.1287084874136,-53.25290570164963,3622.8026316317537,163.0773963238737,139.63943107445508,181.11796947203146
-38.137888573606915,-53.27253487196599,3613.7765191659887,155.27885898778646,128.9455787639514,173.0577184414405
-38.147065364566444,-53.29216896028212,3610.1751370445795,155.42374646475497,125.81919848759928,173.2631852755693
-38.156238858404016,-53.31180796769044,3615.3214304818716,155.92462209320044,125.99955990429756,174.075711284696
-38.165409053230796,-53.3314518952812,3650.0262953258007,156.1249684001745,132.3856585837817,173.6819669384941
-38.17457594715742,-53.35110074414251,3718.618112867508,151.7075759579244,135.9103600425878,176.38470510334764
-38.18373953829389,-53.37075451536033,3793.2739550804754,156.4207458410837,130.55596860690403,193.47541080571474
-38.19289982474963,-53.390413210018416,3803.8407451809326,152.2002843665094,126.35160186527878,182.23365077539734
-38.20205680463346,-53.41007682919838,3771.5895085471852,153.93542651256035,133.59600504304456,171.76391894180932
-38.211210476053616,-53.429745373979685,3743.150677820316,152.3045590197,126.1761771173555,170.1907282761361
-38.22036083711774,-53.449418845439595,3743.142910352693,167.18896806264434,127.81874337161145,185.26283808400518
-38.22950788593286,-53.46909724465318,3703.920236044154,161.53645290101815,129.68018696960178,179.18845577990868
-38.23865162060546,-53.488780572693344,3593.2201278957864,158.08776345866417,123.2019246271527,175.80117361542372
-38.2477920392414,-53.50846883063081,3464.3404026512985,149.72494050103583,130.21095910560715,167.75131887096325
-38.25692913994594,-53.528162019534086,3403.2857643230236,156.47580350154138,125.38468862654527,173.74109058269696
-38.26606292082377,-53.54786014046951,3493.779704019553,153.00428662195304,122.56782056384706,170.83851720762192
-38.275193379979015,-53.567563194501204,3508.310048664085,160.46271674101143,118.96071270228902,178.08684923395325
-38.28432051551514,-53.58727118269109,3434.0224769397814,150.58255643559647,122.18692744334166,168.24519848281562
-38.29344432553511,-53.60698410609889,3360.966947986189,156.2482786663928,134.9800076678084,174.34783708247687
-38.302564808141234,-53.62670196578208,3342.7245222748797,153.6347966207638,122.32813607670082,171.25397322412886
-38.31168196143526,-53.646424762795974,3289.4400575023847,149.1143075745572,127.29752010191207,166.73737031923173
-38.32079578351836,-53.66615249819361,3217.5280895294136,161.92792294948276,128.7268040978449,179.69066301812774
