lat,lon,bat,tl_z_8,tl_z_half,tl_max_z
-37.75882455028353,-52.47175884670565,3957.7260188109985,149.34945330410153,119.09821706096048,167.40275153804455
-37.76813490442266,-52.491192217019154,3942.1602258730227,152.20610449952127,123.94955079818199,175.52139429704883
-37.77744203836029,-52.510630459917195,3945.331104979499,159.837287046574,119.95170249550615,177.9829345650982
-37.78674595023253,-52.53007357657499,3946.7055414135466,155.30696134167266,116.81577109076039,173.34072375330646
-37.79604663817489,-52.54952156816579,3943.299449814709,160.43772342738933,119.91496435125953,178.51406041772748
-37.805344100322294,-52.568974435860845,3951.241210348755,158.92821442546818,135.17715684652347,176.9070935680392
-37.81463833480897,-52.58843218082934,3959.4288789082393,153.23515752742904,125.42949493657767,171.24884852117023
-37.8239293397686,-52.60789480423854,3927.7684633141225,162.12993065493632,126.00240929547056,180.09026963585035
-37.83321711333423,-52.62736230725365,3920.094616034775,162.37194858053746,124.93938073430357,180.2804167439364
-37.84250165363828,-52.646834691037895,3929.1225232518254,152.06757795598855,127.03482246359896,170.0396710639726
-37.85178295881255,-52.66631195675246,3940.495370725403,154.2359797246474,131.45493643356625,172.1948004335357
-37.861061026988246,-52.68579410555649,3953.2187076258306,154.38437972850605,128.94522326774947,172.4048338348923
-37.87033585629593,-52.70528113860716,3944.3044503092674,160.64698693465112,134.40195604893916,178.73385080771652
-37.87960744486557,-52.72477305705955,3938.3205061796984,157.92257932027857,140.10143413952122,175.95669678823225
-37.88887579082654,-52.744269862066794,3929.299456660381,149.46701188334805,135.19251452174808,167.4964970243533
-37.89814089230754,-52.76377155477988,3914.674644822736,149.7119688141192,129.64836706272513,167.73889903367044
-37.90740274743671,-52.78327813634785,3988.5940492489826,154.1390017660583,126.52593881535272,172.10069476820988
-37.91666135434158,-52.80278960791764,4001.8406938826492,153.65650325948707,121.04348329001027,171.65608287297908
-37.92591671114901,-52.82230597063419,3962.2261296650818,177.41606827050498,119.26769844280088,195.5360996001047
-37.93516881598533,-52.841827225640316,3912.897586777889,153.5215818152812,119.14711612500484,171.54650400813708
-37.94441766697618,-52.861353374076856,3862.3046513047016,168.59535882062178,119.41469923637675,186.7585632970358
-37.953663262246664,-52.88088441708253,3816.097447784232,159.91248489052685,127.07587735873943,177.95424392537703
-37.962905599921214,-52.900420355794026,3778.2930806861323,152.51548266213499,120.26134982229718,170.58558116948151
-37.9721446781237,-52.91996119134596,3773.7035303041002,157.25106543831274,119.03230433436894,175.17267662724092
-37.98138049497737,-52.93950692487085,3770.0951050010162,165.12493412664082,121.51365858941416,182.9059786878326
-37.99061304860484,-52.95905755749917,3761.303188543886,153.64135625784982,123.3643320572875,171.62828171529267
-37.99984233712814,-52.9786130903593,3750.217823102093,151.81938901511188,124.18037990568591,169.84356344759297
