srcname,lat,lon,bat,tl_z_8,tl_z_half,tl_max_z,zs_max_tl
zais,-38.41929534138877,-56.47773744612845,80.0,62.830593,96.985916,96.985916,40.0
zais,-38.329388850864625,-56.47049287276355,80.76855033387469,70.34143,76.755356,87.71683,1.0
zais,-38.23948053194927,-56.463266177905446,79.02467234347365,73.835785,67.73029,91.12792,1.0
zais,-38.149570388161365,-56.45605726022976,88.0,84.90001,76.81445,104.02744,1.0
zais,-38.05965842301669,-56.44886601908166,85.73069264033506,79.9762,70.61748,97.42293,1.0
zais,-37.96974464002827,-56.44169235447004,76.60233334045658,81.39664,76.27416,98.668465,1.0
zais,-37.87982904270651,-56.43453616706174,75.0,81.80221,75.76265,99.81897,1.0
zais,-37.78991163455935,-56.42739735817581,73.0,86.94008,85.68546,103.92045,1.0
zais,-37.699992419092375,-56.420275829777914,61.816234166748586,84.11764,77.9122,101.90372,1.0
zais,-37.610071399808916,-56.41317148447467,57.662912458365696,87.612976,80.925064,104.89097,1.0
zais,-37.520148580210254,-56.406084225508124,51.37544514403385,85.90031,80.81234,103.42912,1.0
zais,-37.43022396379567,-56.399013956750274,41.490401706397726,86.40396,82.22831,103.72514,1.0
zais,-37.34029755406264,-56.391960582697635,31.52725810098884,88.503395,85.181244,105.65398,1.0
zais,-37.250369354506894,-56.38492400846585,26.588645070140466,91.88082,89.26551,108.973564,1.0
zais,-37.1604393686226,-56.377904139784384,24.80845493661985,97.28201,95.127754,114.24521,1.0
zais,-37.070507599902406,-56.370900882991236,13.279714690681509,107.87935,108.49755,123.75003,1.0
zais,-36.98057405183767,-56.36391414502774,22.0,123.86948,121.95151,141.05179,1.0
zais,-36.890638727918464,-56.35694383343339,15.0,129.74142,129.74142,145.7152,1.0
zais,-36.80070163163378,-56.349989856340734,15.839217666204686,142.62363,142.62363,158.71233,1.0
zais,-36.710762766471575,-56.343052122470304,17.502471902350862,153.76071,153.16364,170.30756,1.0
zais,-36.620822135918964,-56.33613054112561,17.0,165.34943,164.75342,181.89183,1.0
zais,-36.53087974346223,-56.32922502218818,18.0,177.22563,176.59607,193.88103,1.0
zais,-36.440935592587046,-56.32233547611264,18.0,188.85974,188.2651,205.39638,1.0
zais,-36.35098968677851,-56.31546181392186,13.582028538968236,202.49585,203.11215,218.35704,1.0
zais,-36.26104202952126,-56.30860394720212,18.0,226.49748,225.9035,243.02971,1.0
zais,-36.17109262429963,-56.301761788098375,23.403987068337763,239.18765,236.94408,256.2898,1.0
zais,-36.081141474597686,-56.2949352493095,20.0,244.46931,243.25185,261.31918,1.0
zais,-35.99118858389939,-56.28812424408363,19.0,253.01868,251.91507,269.6921,1.0
zais,-35.90123395568868,-56.281328686213534,17.0,263.9667,263.367,280.52692,1.0
zais,-35.81127759344955,-56.27454849003202,16.0,277.10516,277.10516,293.53412,1.0
zais,-35.72131950066625,-56.2677835704074,14.616680148051493,292.1872,292.8633,308.28555,1.0
zais,-35.631359680823174,-56.26103384273901,13.02632338569415,312.4112,313.0329,328.2973,1.0
zais,-35.54139813740523,-56.25429922295273,11.0,343.80228,345.05362,359.153,1.0
zais,-35.45143487389772,-56.247579627496606,8.85695856756043,432.6225,438.76257,449.95798,1.0
zais,-35.36146989378655,-56.240874973336474,10.690006426260144,505.9867,508.1315,521.0007,1.0
zais,-35.27150320055827,-56.23418517795162,11.0,540.81793,541.85034,555.7621,1.0
zais,-35.181534797700195,-56.227510159330535,11.0,579.1583,580.40826,594.5061,1.0
zais,-35.09156468870051,-56.22084983596663,10.496039395026624,641.0301,643.1708,656.0378,1.0
zais,-35.00159287704833,-56.2142041268541,10.984109394126177,684.87933,687.01495,699.87915,1.0
zais,-38.41911419344029,-56.485,80.07866577061374,67.835945,57.817986,83.74367,1.0
zais,-38.32902699833162,-56.485,80.0,70.30313,68.466324,87.53456,1.0
zais,-38.238938415673424,-56.485,80.0,75.268166,81.68792,92.49056,1.0
zais,-38.14884844647892,-56.485,85.10000002696083,76.54396,77.928116,94.139465,1.0
zais,-38.05875709177514,-56.485,80.60170201469643,83.09037,75.57819,101.50637,1.0
zais,-37.968664352602914,-56.485,75.11849987439874,77.458145,73.14624,94.63776,1.0
zais,-37.878570230016805,-56.485,74.52116971769124,85.863976,78.18566,103.56439,1.0
zais,-37.78847472508516,-56.485,70.06606593703685,82.95728,76.69477,100.722084,1.0
zais,-37.69837783889009,-56.485,65.32136267137076,91.58233,87.6182,108.2623,1.0
zais,-37.60827957252745,-56.485,59.48709739515219,86.72124,82.02628,104.12305,1.0
zais,-37.51817992710682,-56.485,43.17263654538054,90.70907,84.69809,107.69834,1.0
zais,-37.42807890375152,-56.485,35.2150431935584,93.42534,86.70923,110.91265,1.0
zais,-37.33797650359858,-56.485,28.0,93.17087,89.88051,110.48866,1.0
zais,-37.24787272779875,-56.485,19.89050916749033,96.828125,95.64904,113.61027,1.0
zais,-37.15776757751646,-56.485,21.327796723354677,105.404015,103.677925,122.35846,1.0
zais,-37.06766105392984,-56.485,20.0,114.011,112.77607,130.88358,1.0
zais,-36.9775531582307,-56.485,19.8872420362061,123.65327,122.477005,140.43343,1.0
zais,-36.88744389162451,-56.485,21.53788059430295,132.28244,130.55363,149.2463,1.0
zais,-36.79733325533038,-56.485,8.899999973039167,156.44269,162.5751,173.7634,1.0
zais,-36.70722125058112,-56.485,11.0,207.0573,208.12758,222.02992,1.0
zais,-36.617107878623116,-56.485,25.766479986981288,234.75,231.90147,252.0173,1.0
zais,-36.5269931407164,-56.485,22.799999946078334,240.43127,238.65698,257.42868,1.0
zais,-36.43687703813464,-56.485,15.31544021711011,248.6739,248.6739,264.9282,1.0
zais,-36.34675957216504,-56.485,12.972229723302757,268.4006,269.77344,284.00018,1.0
zais,-36.2566407441085,-56.485,12.0,297.4101,298.6448,312.71912,1.0
zais,-36.16652055527939,-56.485,13.899999973039167,330.0269,330.64117,345.87796,1.0
zais,-36.07639900700572,-56.485,14.06423830343698,351.65048,352.3167,367.70407,1.0
zais,-35.98627610062902,-56.485,16.714362253342955,368.66733,368.66733,385.06467,1.0
zais,-35.89615183750436,-56.485,35.72932296771181,382.88245,378.1027,400.5848,1.0
zais,-35.80602621900039,-56.485,12.0,391.97992,393.22565,407.32013,1.0
zais,-35.715899246499205,-56.485,8.0,443.38556,449.56534,460.7699,1.0
zais,-35.625770921396466,-56.485,10.100000026960833,489.9114,492.04843,504.9139,1.0
zais,-35.5356412451013,-56.485,10.90538985573475,528.6333,530.76874,543.63306,1.0
zais,-35.44551021903633,-56.485,11.0,572.67615,573.7587,587.6755,1.0
zais,-35.35537784463764,-56.485,9.0,619.728,621.6143,634.34796,1.0
zais,-35.265244123354755,-56.485,7.015858963595081,752.7176,755.87604,767.0634,1.0
zais,-35.17510905665067,-56.485,10.473826415806545,869.1836,871.32477,884.1915,1.0
zais,-35.0849726460018,-56.485,9.906564917632664,987.2966,989.13727,1001.8473,1.0
zais,-34.99483489289796,-56.485,6.0,1133.8472,1139.842,1148.9264,1.0
zais,-34.90469579884241,-56.485,6.0,1257.6915,1263.673,1272.7561,1.0
zais,-34.81455536535173,-56.485,5.0,1380.9662,1388.2832,1397.3633,1.0
zais,-38.41983805848963,-56.47050402742509,80.0,62.821884,62.464397,79.52038,1.0
zais,-38.33047296204757,-56.4560437283121,81.0,73.01417,65.89147,90.45437,1.0
zais,-38.24110472166172,-56.44161890203837,80.0,72.97681,68.20846,90.714195,1.0
zais,-38.15173334826768,-56.42722934929334,82.0,77.65685,68.72275,95.29392,1.0
zais,-38.06235885274938,-56.412874872067334,83.5899692691838,83.112144,81.903496,100.49754,1.0
zais,-37.97298124593948,-56.39855527364034,80.0,78.68249,74.633255,96.11993,1.0
zais,-37.88360053862011,-56.384270358570966,78.59107058213155,83.74022,74.91291,101.43424,1.0
zais,-37.79421674152325,-56.370019932685494,79.11201795418468,86.07919,75.58481,103.89616,1.0
zais,-37.704829865331405,-56.355803803067076,70.0,90.69689,80.55083,108.58827,1.0
zais,-37.615439920678035,-56.341621778044946,64.0,89.99799,79.36913,108.353745,1.0
zais,-37.5260469181481,-56.32747366718386,57.41279789504401,88.90248,79.58931,106.83432,1.0
zais,-37.43665086827868,-56.31335928127354,57.00243585406054,92.29834,81.54221,110.47884,1.0
zais,-37.34725178155936,-56.29927843231828,44.94784794095134,92.80266,82.16624,111.90683,1.0
zais,-37.25784966843279,-56.285230933526634,32.7507271958565,88.257034,83.46371,106.072464,1.0
