srcname,lat,lon,bat,tl_z_8,tl_z_half,tl_max_z,zs_max_tl
arasj,-45.86031190160023,-59.76543292206712,917.5909715721424,77.01361,78.72834,105.67503,154.0
arasj,-45.77052180416397,-59.75729209395758,855.1433405854568,79.11758,103.633835,110.20672,427.0
arasj,-45.680729711187304,-59.74917734982398,891.2643941428314,85.43369,74.09997,116.193504,337.0
arasj,-45.59093562615136,-59.74108852513058,912.8866220613884,89.672585,76.28196,106.39359,1.0
arasj,-45.50113955252246,-59.73302545664011,853.1050743757324,93.70562,90.26085,111.2875,1.0
arasj,-45.41134149375259,-59.72498798240067,1184.3870475127967,90.46264,91.090004,109.69706,700.0
arasj,-45.32154145327956,-59.716975941732905,841.0429935961223,87.5739,87.258575,107.93858,269.0
arasj,-45.23173943452738,-59.708989175217184,869.6652371634141,89.73311,83.45259,118.08639,518.0
arasj,-45.14193544090644,-59.701027524681045,1011.2364504416678,97.30694,96.721695,121.5328,510.0
arasj,-45.05212947581387,-59.69309083318674,962.8463712347982,99.848755,93.43415,117.63521,1.0
arasj,-44.96232154263382,-59.685178945018954,1298.1684490591454,106.241714,85.69483,124.255875,1.0
arasj,-44.87251164473765,-59.67729170567262,1337.78154171115,104.2991,94.795135,122.405495,1.0
arasj,-44.78269978548429,-59.66942896184096,1414.2088809553973,101.00292,93.63477,129.42404,574.0
arasj,-44.69288596822042,-59.66159056140356,1215.8810665375695,102.047714,95.53274,119.84799,1.0
arasj,-44.603070196280825,-59.65377635341469,1233.8758348153842,99.39131,86.38476,117.08047,1.0
arasj,-44.51325247298855,-59.645986188091705,1249.6794332348718,100.285576,92.88829,118.24714,1.0
arasj,-44.42343280165526,-59.63821991680357,1300.4407575422806,102.48146,98.5244,126.23551,236.0
arasj,-44.33361118558138,-59.63047739205957,1204.3366793095765,103.799,92.47088,121.3964,1.0
arasj,-44.24378762805647,-59.62275846749809,1090.5162982993954,103.17994,90.89901,120.870605,1.0
arasj,-44.15396213235934,-59.61506299787558,1073.2084832498228,121.70626,86.071556,139.3202,1.0
arasj,-44.06413470175838,-59.60739083905564,1057.4793966884008,98.187584,88.36177,115.94258,1.0
arasj,-43.974305339511815,-59.59974184799818,1022.5809711966078,102.32185,107.565094,139.72743,415.0
arasj,-43.88447404886783,-59.592115882748764,916.4717234835409,95.81521,99.70017,131.06326,138.0
arasj,-43.794640833064946,-59.584512802428065,762.9681541977424,103.15915,92.47877,120.92449,1.0
arasj,-43.70480569533214,-59.57693246722141,355.60642012947244,97.54125,98.428566,115.10956,1.0
arasj,-43.61496863888913,-59.5693747383685,145.5851979179141,101.05661,88.3177,118.63356,1.0
arasj,-43.5251296669466,-59.561839478153175,123.83988934785322,102.178055,94.261795,127.43951,46.0
arasj,-43.43528878270635,-59.55432654989337,115.35183655901095,108.77053,96.71389,126.28894,1.0
arasj,-43.34544598936168,-59.54683581793115,110.40703743661916,108.95338,96.75993,126.51763,1.0
arasj,-43.2556012900974,-59.53936714762284,105.84430961317328,110.471825,96.39091,128.3501,1.0
arasj,-43.16575468809021,-59.53192040532932,105.83910274725972,115.08912,98.90716,132.93901,1.0
arasj,-43.07590618650883,-59.524495458406385,106.00000000000001,125.18711,100.09717,143.21074,1.0
arasj,-42.98605578851423,-59.51709217519522,104.3978779794469,116.7804,100.135635,134.85747,1.0
arasj,-42.896203497259826,-59.50971042501302,100.00000000000001,119.97445,101.54808,138.13167,1.0
arasj,-42.80634931589174,-59.50235007814365,101.0,113.40068,100.32993,131.392,1.0
arasj,-42.71649324754891,-59.49501100582848,100.0,115.22889,101.78268,133.20087,1.0
arasj,-42.62663529536334,-59.4876930802573,95.54633923544708,119.921295,103.59704,138.04175,1.0
arasj,-42.53677546246035,-59.48039617455929,98.93317394710314,117.39148,103.9392,135.39403,1.0
arasj,-42.44691375195867,-59.47312016279415,100.0,122.24513,106.27916,140.3142,1.0
arasj,-42.35705016697066,-59.46586491994335,97.19204006255865,120.21996,106.17028,138.24248,1.0
arasj,-42.267184710602585,-59.45863032190137,97.0,123.40106,107.77779,141.47755,1.0
arasj,-42.17731738595468,-59.45141624546712,96.0,125.1252,109.08491,143.2271,1.0
arasj,-42.08744819612142,-59.44422256833552,92.43226897070294,122.92451,109.31594,140.9412,1.0
arasj,-41.99757714419169,-59.43704916908897,84.99999999999999,123.198265,110.44618,141.20052,1.0
arasj,-41.90770423324891,-59.42989592718915,83.0,124.48152,111.69814,142.48466,1.0
arasj,-41.817829466371286,-59.42276272296873,83.0,123.913445,112.55255,141.85933,1.0
arasj,-41.72795284663199,-59.41564943762326,83.0,128.1095,114.8249,146.13676,1.0
arasj,-41.63807437709925,-59.40855595320316,84.0,127.693924,115.68041,145.67027,1.0
arasj,-41.5481940608366,-59.40148215260574,80.0,127.56395,116.77549,145.49445,1.0
arasj,-41.458311900903034,-59.39442791956733,80.0,133.7588,119.89064,151.83206,1.0
arasj,-41.368427900353176,-59.38739313865553,81.0,131.37306,120.17148,149.31454,1.0
arasj,-41.27854206223738,-59.38037769526152,82.20935316356163,134.10931,121.99862,152.09238,1.0
arasj,-41.188654389602036,-59.37338147559241,82.80192409421086,137.14824,123.917015,155.1841,1.0
arasj,-41.09876488548961,-59.36640436666378,76.44835047165856,137.68173,125.310875,155.70343,1.0
arasj,-41.00887355293883,-59.359446256292166,87.28409396746852,140.56036,127.13295,158.58054,1.0
arasj,-40.91898039498489,-59.35250703308777,86.0,141.38364,128.32152,159.39424,1.0
arasj,-40.82908541465957,-59.345586586447126,74.55921927902597,140.50583,129.12334,158.47739,1.0
arasj,-40.7391886149914,-59.33868480654593,74.0,142.94804,131.05598,160.94963,1.0
arasj,-40.649289999005774,-59.33180158433188,76.0,144.41528,132.68513,162.39894,1.0
arasj,-40.55938956972519,-59.32493681151767,83.0,146.81924,134.39026,164.81339,1.0
arasj,-40.469487330169336,-59.318090380573985,85.30725373480921,149.0602,136.04079,167.07335,1.0
arasj,-40.37958328335523,-59.31126218472262,80.0,149.2801,137.15454,167.26982,1.0
arasj,-40.28967743229739,-59.304452117929664,81.0,151.55254,138.80257,169.58388,1.0
arasj,-40.19976978000798,-59.29766007489872,79.0341936066074,152.71577,140.25192,170.72437,1.0
arasj,-40.10986032949695,-59.29088595106426,79.09177851922496,154.16904,141.80003,172.17073,1.0
arasj,-40.019949083772154,-59.284129642585,71.50777471395973,154.40263,143.20079,172.37224,1.0
arasj,-39.93003604583954,-59.277391046337364,65.92614890538556,156.01648,145.18633,173.99396,1.0
arasj,-39.840121218703246,-59.27067005990904,72.0,159.96886,148.03596,177.97324,1.0
arasj,-39.75020460536571,-59.26396658159253,71.0,162.51584,149.84369,180.6232,1.0
arasj,-39.66028620882787,-59.25728051037888,71.72136764312583,162.89754,151.60043,180.86537,1.0
arasj,-39.57036603208926,-59.25061174595138,69.13698043438325,164.06285,153.16576,182.02322,1.0
arasj,-39.480444078148146,-59.24396018867938,66.0,167.39543,155.92812,185.43912,1.0
arasj,-39.390520350001665,-59.23732573961215,64.54182251944488,168.79213,158.14233,186.77014,1.0
arasj,-39.30059485064592,-59.23070830047282,58.0,169.94087,160.31569,187.88211,1.0
arasj,-39.21066758307614,-59.22410777365237,48.73134915843286,171.44226,163.36024,189.33173,1.0
arasj,-39.120738550286774,-59.21752406220368,45.0,175.54163,167.76634,193.42352,1.0
arasj,-39.03080775527169,-59.21095706983568,36.764164519884055,178.80824,172.91493,196.60306,1.0
arasj,-38.94087520102417,-59.204406700907505,35.0,186.83086,181.08572,204.58969,1.0
arasj,-38.85094089053716,-59.19787286042275,34.007630860600834,195.11603,189.70302,212.87071,1.0
arasj,-38.761004826803266,-59.19135545402376,26.282316843198743,204.1314,200.66179,221.75687,1.0
arasj,-45.86013105573272,-59.7736,899.9992330796105,84.51465,69.891014,113.4734,237.0
arasj,-45.77016068856388,-59.7736,842.2300899633244,77.6463,70.61767,95.50313,1.0
arasj,-45.68018889833625,-59.7736,867.8328790808732,83.63351,82.85093,101.54675,1.0
arasj,-45.59021568490665,-59.7736,909.8576561128248,84.7707,75.21554,101.91518,1.0
arasj,-45.50024104814596,-59.7736,838.0934845993163,85.94718,85.938866,106.51216,476.0
arasj,-45.410264987939044,-59.7736,1064.6852602587649,92.32808,86.184975,110.26194,1.0
arasj,-45.32028750418483,-59.7736,789.1659708081697,90.91813,85.02458,117.00701,219.0
arasj,-45.23030859679627,-59.7736,820.0677470884274,87.73505,92.40934,122.96285,571.0
arasj,-45.140328265700354,-59.7736,849.1506795995437,93.08079,82.43095,113.30586,177.0
arasj,-45.05034651083812,-59.7736,945.0133986435821,98.05387,99.10069,122.492714,855.0
arasj,-44.960363332164654,-59.7736,1091.1150201442433,100.63904,86.46947,118.77562,1.0
arasj,-44.870378729649076,-59.7736,1239.285141545145,94.81628,87.237755,115.74236,258.0
arasj,-44.78039270327456,-59.7736,1083.434232561281,93.93914,90.62237,125.12062,311.0
arasj,-44.69040525303831,-59.7736,1105.5750811246958,101.12111,96.74297,119.62176,172.0
arasj,-44.60041637895162,-59.7736,1023.2188035521394,107.305534,100.49797,125.439415,1.0
arasj,-44.510426081039796,-59.7736,976.048741568441,112.289955,84.28316,134.98433,796.0
arasj,-44.420434359342245,-59.7736,857.0114684546072,109.51472,94.16446,127.17584,1.0
arasj,-44.33044121391237,-59.7736,687.3300580631417,95.135475,90.02126,112.70652,1.0
arasj,-44.24044664481767,-59.7736,468.9052278989717,100.158066,95.31198,117.77791,1.0
arasj,-44.15045065213969,-59.7736,477.43875687552804,106.6542,93.06581,124.60771,1.0
arasj,-44.06045323597403,-59.7736,445.9294367073292,100.048416,93.29565,117.82221,1.0
arasj,-43.97045439643035,-59.7736,223.98579717939208,101.538925,88.425415,119.06188,1.0
arasj,-43.88045413363236,-59.7736,133.32130947275365,103.51084,103.159515,121.239716,1.0
arasj,-43.79045244771786,-59.7736,116.82562089284687,103.217255,95.945496,121.09248,1.0
arasj,-43.70044933883865,-59.7736,119.83600002624243,105.63329,96.91395,123.550476,1.0
arasj,-43.61044480716067,-59.7736,113.0,102.719,93.4152,120.656075,1.0
arasj,-43.520438852863826,-59.7736,114.09752673733794,106.4107,94.46497,124.41323,1.0
arasj,-43.43043147614217,-59.7736,110.0,111.706856,98.709145,129.68224,1.0
arasj,-43.34042267720375,-59.7736,110.79855748128539,107.3741,96.96843,125.31271,1.0
arasj,-43.2504124562707,-59.7736,101.0,110.31611,98.994774,128.24638,1.0
arasj,-43.16040081357921,-59.7736,96.64963835080076,111.838425,99.89069,129.78738,1.0
arasj,-43.070387749379506,-59.7736,102.09953817017504,112.664955,100.68299,130.62672,1.0
arasj,-42.980373263935896,-59.7736,99.55032497740999,115.25104,102.28644,133.2249,1.0
arasj,-42.89035735752674,-59.7736,99.0,120.72335,104.430176,138.79045,1.0
arasj,-42.80034003044444,-59.7736,96.0,116.39663,103.83663,134.37825,1.0
arasj,-42.71032128299544,-59.7736,97.18313776278325,118.16607,105.07639,136.16324,1.0
arasj,-42.620301115500254,-59.7736,99.0,123.098045,107.26555,141.17688,1.0
arasj,-42.53027952829344,-59.7736,98.0,121.49321,107.61713,139.51047,1.0
arasj,-42.44025652172361,-59.7736,96.0,122.7234,108.73845,140.74635,1.0
arasj,-42.3502320961534,-59.7736,94.0,123.56084,109.80913,141.5791,1.0
arasj,-42.260206251959495,-59.7736,93.0,123.72123,110.62674,141.71948,1.0
arasj,-42.170178989532644,-59.7736,93.0,126.501465,112.209785,144.59769,1.0
arasj,-42.08015030927759,-59.7736,87.73607421616214,126.618706,113.40297,144.62596,1.0
arasj,-41.990120211613174,-59.7736,83.0,124.54894,113.92021,142.45543,1.0
arasj,-41.90008869697222,-59.7736,82.52128726283333,137.35176,118.45024,155.78716,1.0
arasj,-41.81005576580159,-59.7736,81.0,137.07402,119.513466,155.37642,1.0
arasj,-41.720021418562204,-59.7736,78.0,136.64189,121.54713,154.72182,1.0
arasj,-41.629985655728966,-59.7736,76.0,130.38692,120.70322,148.2675,1.0
arasj,-41.53994847779082,-59.7736,74.0,133.20493,122.79998,151.12296,1.0
arasj,-41.44990988525075,-59.7736,70.4783724495819,136.12617,125.035355,154.09895,1.0
arasj,-41.35986987862571,-59.7736,80.4377075123726,138.62749,126.98067,156.5952,1.0
arasj,-41.26982845844671,-59.7736,85.25883001657371,141.98854,128.8368,160.00716,1.0
arasj,-41.179785625258724,-59.7736,79.0,143.15529,130.28831,161.1827,1.0
arasj,-41.08974137962078,-59.7736,80.0,144.29733,131.72603,162.30927,1.0
arasj,-40.999695722105855,-59.7736,79.0,145.52068,133.15262,163.52249,1.0
arasj,-40.90964865330096,-59.7736,83.83600002624243,148.42355,135.02806,166.4597,1.0
arasj,-40.81960017380709,-59.7736,75.68231547613763,147.46178,136.01967,165.39153,1.0
arasj,-40.72955028423921,-59.7736,76.0,149.53726,137.63612,167.52982,1.0
arasj,-40.63949898522626,-59.7736,75.0,151.61934,139.40607,169.62999,1.0
arasj,-40.54944627741119,-59.7736,76.36710656789217,152.9558,141.0335,170.9492,1.0
arasj,-40.45939216145092,-59.7736,76.0,155.12167,142.8526,173.13568,1.0
arasj,-40.36933663801631,-59.7736,75.83611682006921,156.42351,144.54076,174.41891,1.0
arasj,-40.27927970779219,-59.7736,72.92244930933003,157.38675,146.03499,175.36456,1.0
arasj,-40.189221371477366,-59.7736,67.0,158.79405,147.94748,176.76213,1.0
arasj,-40.09916162978459,-59.7736,72.11499823506347,161.32059,150.19203,179.28622,1.0
arasj,-40.00910048344054,-59.7736,60.99999999999999,161.97427,152.0916,179.92139,1.0
arasj,-39.91903793318587,-59.7736,62.16399997375757,164.83257,154.74503,182.78148,1.0
arasj,-39.828973979775135,-59.7736,58.0,166.92035,157.34554,184.85814,1.0
arasj,-39.738908623976826,-59.7736,56.70062632753168,169.54,160.20857,187.47244,1.0
arasj,-39.64884186657338,-59.7736,53.96358413930139,172.24074,163.25687,190.15984,1.0
arasj,-39.55877370836112,-59.7736,55.051953125832355,175.46092,166.51309,193.34674,1.0
arasj,-39.468704150150316,-59.7736,51.0,177.83601,169.57484,195.67357,1.0
arasj,-39.37863319276509,-59.7736,51.0,181.21628,172.79405,199.09612,1.0
arasj,-39.288560837043505,-59.7736,46.0,184.86172,177.12737,202.73788,1.0
arasj,-39.1984870838375,-59.7736,36.136900109910826,188.3483,182.50037,206.13023,1.0
arasj,-39.10841193401289,-59.7736,34.59777041843377,198.83527,193.40845,216.59373,1.0
arasj,-39.01833538844937,-59.7736,27.0,208.8652,204.88478,226.5194,1.0
arasj,-38.92825744804051,-59.7736,25.23557437292343,227.28697,223.83707,244.9014,1.0
arasj,-38.83817811369374,-59.7736,7.325494550661756,305.5894,311.49936,323.4182,1.0
arasj,-45.8608537144754,-59.757298571573,934.9994704495957,74.013664,69.58669,98.17096,488.0
arasj,-45.771603710691814,-59.74104922343229,862.9445592074946,78.91266,67.96667,99.47107,728.0
arasj,-45.682350002959936,-59.724851629508485,908.6421951948373,81.37553,72.31789,99.12717,1.0
arasj,-45.59309260549046,-59.70870546627835,866.3480521629544,86.258675,79.05054,103.986946,1.0
arasj,-45.50383153239524,-59.69261041273959,885.835300579608,107.74792,81.57521,125.436714,1.0
arasj,-45.414566797688444,-59.67656615038587,1304.4321664372462,107.17123,81.60504,125.62459,1.0
arasj,-45.32529841528758,-59.66057236318217,889.4808780372865,95.59745,91.32032,113.24943,1.0
arasj,-45.2360263990147,-59.644628737540415,929.9692398700087,95.27999,78.363235,113.1568,1.0
arasj,-45.14675076259741,-59.62873496229538,1036.3021158723755,96.72253,89.104576,114.47071,1.0
arasj,-45.05747151966998,-59.61289072868092,1081.9790786849248,96.66938,84.83903,114.43202,1.0
arasj,-44.96818868377441,-59.597095730306364,1160.0575308189593,98.69811,87.892975,116.54377,1.0
arasj,-44.87890226836142,-59.581349663133366,1224.120749418405,103.157555,84.91322,121.33958,1.0
arasj,-44.789612286791616,-59.565652225452844,1667.867636176409,114.33933,98.52521,132.31941,1.0
arasj,-44.70031875233636,-59.550003117862275,1236.3143736003713,96.30264,88.51519,128.80759,885.0
arasj,-44.611021678178865,-59.53440204324327,1450.7630769374266,108.89987,89.50686,127.158615,1.0
arasj,-44.521721077415215,-59.51884870673933,1549.5634928186378,101.74575,90.40663,119.64759,1.0
arasj,-44.43241696305529,-59.50334281573393,1315.6806211870762,108.32877,96.18564,126.19185,1.0
arasj,-44.34310934802379,-59.48788407982883,1301.4325050488044,98.28249,87.64338,119.22572,373.0
arasj,-44.25379824516118,-59.47247221082263,1269.2020047558176,97.38445,93.70776,124.2681,758.0
arasj,-44.16448366722465,-59.45710692268955,1295.1901497306283,105.96295,94.66828,123.59658,1.0
arasj,-44.07516562688908,-59.4417879315585,1188.5397504433552,101.19113,102.24212,119.208275,729.0
arasj,-43.985844136747914,-59.42651495569237,1384.5155456292648,104.838745,87.546074,132.47166,554.0
arasj,-43.89651920931416,-59.4112877154675,1218.1886367101365,100.90739,99.8504,118.80228,1.0
arasj,-43.80719085702122,-59.396105933353496,1148.000289977223,103.645004,89.260124,130.89426,346.0
arasj,-43.717859092223854,-59.38096933389316,1114.282502496008,102.5469,92.931175,122.62608,359.0
arasj,-43.628523927199026,-59.365877643682715,1084.8260562178275,100.0753,93.52602,117.38539,1.0
arasj,-43.53918537414685,-59.350830591352256,940.2627467680321,100.67466,101.01277,118.59356,1.0
arasj,-43.44984344519135,-59.335827907546346,889.2510377368542,104.00853,98.8013,122.07123,1.0
arasj,-43.36049815238144,-59.32086932490493,424.14470728435305,107.52361,91.790535,124.929955,1.0
arasj,-43.271149507691696,-59.30595457804443,206.6704056489777,111.50241,92.953255,131.61977,1.0
arasj,-43.18179752302319,-59.29108340353896,144.0,104.42393,89.96044,121.92576,1.0
arasj,-43.09244221020438,-59.27625553990194,127.70724517047101,103.81688,92.53972,121.70813,1.0
arasj,-43.00308358099191,-59.261470727567705,118.41938992030259,102.72332,94.100296,120.59315,1.0
arasj,-42.91372164707136,-59.246728708873476,117.0879478414183,103.76336,101.39434,121.59034,1.0
arasj,-42.82435642005815,-59.23202922804147,106.8129852964085,108.80893,108.53853,126.52855,1.0
arasj,-42.73498791149826,-59.2173720311612,105.70331818711429,115.281654,106.32058,133.13731,1.0
arasj,-42.64561613286903,-59.20275686617198,102.0,109.054726,99.40866,126.982285,1.0
arasj,-42.55624109557995,-59.18818348284564,100.0,110.734474,100.94816,128.65555,1.0
arasj,-42.46686281097343,-59.17365163276941,94.00982150344917,120.52498,106.81017,138.37292,1.0
arasj,-42.37748129032551,-59.15916106932902,100.02878120680353,114.9832,103.928696,132.93074,1.0
arasj,-42.2880965448467,-59.14471154769194,97.0,128.55658,109.23297,146.54402,1.0
arasj,-42.198708585682624,-59.13030282479085,94.0,126.0503,109.7405,143.9371,1.0
arasj,-42.10931742391481,-59.115934659307264,90.23875713867218,125.76187,110.45861,143.779,1.0
arasj,-42.0199230705614,-59.10160681165535,88.0,125.40574,111.10274,143.42673,1.0
arasj,-41.930525536577846,-59.08731904396591,81.53595500509212,124.00432,111.460205,141.9935,1.0
arasj,-41.84112483285769,-59.07307112007056,80.0,123.54374,112.50678,141.48508,1.0
arasj,-41.75172097023316,-59.058862805486015,80.0,124.575325,113.71798,142.50902,1.0
arasj,-41.662313959475945,-59.04469386739868,80.0,126.78317,115.5829,144.74628,1.0
arasj,-41.572903811297834,-59.030564074649234,82.0,129.84009,117.91843,147.79694,1.0
arasj,-41.48349053635141,-59.016473197717524,81.0,128.77905,118.45697,146.67992,1.0
arasj,-41.39407414523074,-59.00242100870754,82.08104206339917,133.33165,120.81611,151.33342,1.0
arasj,-41.30465464847201,-58.98840728133263,83.0,133.98721,121.860054,151.96439,1.0
arasj,-41.215232056554164,-58.97443179090072,84.0,137.22339,124.02343,155.24379,1.0
arasj,-41.12580637989959,-58.9604943142999,85.0,136.68703,124.558624,154.68945,1.0
arasj,-41.03637762887475,-58.94659462998402,91.76936908074698,141.16826,126.90452,159.21114,1.0
arasj,-40.946945813790805,-58.93273251795847,92.76699529908593,140.81381,127.56004,158.82115,1.0
arasj,-40.85751094490421,-58.91890775976614,90.03786231744473,142.97488,128.95375,161.01743,1.0
arasj,-40.76807303241745,-58.905120138473485,92.27116679279767,143.90128,130.05234,161.93024,1.0
arasj,-40.678632086479475,-58.89136943865682,87.0,144.09633,130.86115,162.11371,1.0
arasj,-40.58918811718645,-58.87765544638863,92.86269289316726,147.3443,132.71074,165.40445,1.0
