srcname,lat,lon,bat,tl_z_8,tl_z_half,tl_max_z,zs_max_tl
gsj,-44.93323938660846,-63.887793077049785,95.0,57.78835,49.26808,75.67552,1.0
gsj,-44.91527869389599,-63.88618715551143,95.0,61.735706,52.962242,79.6271,1.0
gsj,-44.89731792189041,-63.88458223413614,95.0,64.44231,55.411064,82.33792,1.0
gsj,-44.87935707061956,-63.88297831167704,94.31934469870811,66.92308,57.651794,84.81705,1.0
gsj,-44.86139614011124,-63.88137538688921,94.0,69.811104,60.11279,87.705635,1.0
gsj,-44.84343513039324,-63.879773458529655,94.0,73.17424,62.70659,91.06792,1.0
gsj,-44.8254740414933,-63.87817252535729,93.89903712383692,77.76346,65.26693,95.66054,1.0
gsj,-44.8075128734392,-63.876572586132994,93.0,96.067696,67.96184,115.16157,1.0
gsj,-44.78955162625864,-63.87497363961953,92.0,82.21895,67.27166,100.20165,1.0
gsj,-44.771590299979316,-63.8733756845816,92.0,75.848625,65.250275,93.76398,1.0
gsj,-44.753628894628925,-63.871778719785816,91.99999999999999,75.65849,65.10824,93.58368,1.0
gsj,-44.73566741023511,-63.8701827440007,94.0,77.66327,66.53498,95.59845,1.0
gsj,-44.717705846825524,-63.86858775599667,97.0,78.867905,67.37975,96.81395,1.0
gsj,-44.69974420442777,-63.86699375454606,96.184873248318,79.516754,67.9247,97.46759,1.0
gsj,-44.68178248306947,-63.8654007384231,96.0,80.39479,68.726685,98.34494,1.0
gsj,-44.66382068277818,-63.8638087064039,95.0,81.8417,69.55486,99.80705,1.0
gsj,-44.64585880358147,-63.86221765726649,95.0,83.13388,70.297935,101.11706,1.0
gsj,-44.62789684550687,-63.86062758979076,95.0,84.69053,71.17735,102.69315,1.0
gsj,-44.60993480858191,-63.8590385027585,94.00000000000001,86.5171,72.16056,104.55327,1.0
gsj,-44.59197269283407,-63.85745039495337,93.0,87.08632,72.422676,105.14361,1.0
gsj,-44.57401049829085,-63.85586326516091,92.0,86.44992,72.85766,104.46507,1.0
gsj,-44.556048224979705,-63.85427711216854,90.4505637208,85.631226,72.83582,103.624725,1.0
