srcname,lat,lon,bat,tl_z_8,tl_z_half,tl_max_z,zs_max_tl
gsj,-44.86139614011124,-63.88137538688921,94.0,69.41579,62.014915,87.23747,1.0
gsj,-44.771590299979316,-63.8733756845816,92.0,71.76348,63.776775,89.60748,1.0
gsj,-44.68178248306947,-63.8654007384231,96.0,76.72063,68.40487,94.57178,1.0
gsj,-44.59197269283407,-63.85745039495337,93.0,92.319,74.1476,110.164955,1.0
gsj,-44.50216093271298,-63.84952450189406,87.01862384118455,81.26753,71.701485,99.15716,1.0
gsj,-44.41234720613365,-63.84162290813713,91.0,97.69707,77.26509,115.88124,1.0
gsj,-44.32253151651157,-63.83374546373339,88.00000000000001,86.30452,75.66298,104.23032,1.0
gsj,-44.23271386725038,-63.8258920198811,85.0,88.91183,77.73937,106.850266,1.0
gsj,-44.14289426174222,-63.818062428914764,81.0,90.12977,79.177414,108.067696,1.0
gsj,-44.053072703367896,-63.81025654429402,80.22832378465314,92.00584,80.938194,109.95456,1.0
gsj,-43.96324919549722,-63.80247422059266,77.0,94.00322,82.75979,111.959435,1.0
gsj,-43.87342374148917,-63.79471531348779,74.76832478829671,94.62549,84.24294,112.54928,1.0
gsj,-43.78359634469219,-63.78697967974912,75.0,96.83524,86.35844,114.74108,1.0
gsj,-43.693767008444404,-63.779267177228355,76.0,99.087,88.28597,117.011116,1.0
gsj,-43.603935736073865,-63.77157766484869,73.0,99.944786,89.53558,117.87044,1.0
gsj,-43.51410253089876,-63.76391100259452,68.4381113998225,103.32648,92.571686,121.25978,1.0
gsj,-43.42426739622768,-63.756267051501155,77.0,102.976906,93.477554,120.85156,1.0
gsj,-43.33443033535982,-63.748645673644695,81.04141683832255,111.0604,96.90673,129.16054,1.0
gsj,-43.244591351585214,-63.741046732132084,79.71970331995935,110.79345,98.14481,128.80243,1.0
gsj,-43.15475044818496,-63.733470091091135,83.0,112.5926,99.63155,130.61296,1.0
gsj,-43.06490762843142,-63.725915615660824,78.0,113.5745,100.967415,131.60799,1.0
gsj,-42.9750628955885,-63.71838317198159,71.44221463297687,112.0804,101.79114,130.00621,1.0
gsj,-42.885216252911746,-63.710872627185786,79.10416696753856,115.01964,103.96405,132.9544,1.0
gsj,-44.86121525248918,-63.8894,94.00000000000001,71.098816,64.61443,88.8688,1.0
gsj,-44.77122908111853,-63.8894,92.0,71.81538,63.5364,89.68794,1.0
gsj,-44.68124148588665,-63.8894,94.99999999999999,94.78226,73.325615,111.922485,1.0
gsj,-44.59125246680625,-63.8894,93.9736260338455,83.47924,71.60629,101.40296,1.0
gsj,-44.50126202390411,-63.8894,87.0,110.8822,75.733444,132.95427,1.0
gsj,-44.411270157221004,-63.8894,89.00000000000001,90.146164,76.301094,108.09496,1.0
gsj,-44.32127686681182,-63.8894,87.0,86.288795,75.786865,104.21554,1.0
gsj,-44.23128215274547,-63.8894,85.0,95.31523,79.33988,113.484215,1.0
gsj,-44.141286015104946,-63.8894,82.0,91.819725,80.02595,109.78379,1.0
gsj,-44.05128845398725,-63.8894,78.04400002534571,91.90775,81.14011,109.84266,1.0
gsj,-43.9612894695035,-63.8894,78.00000000000001,97.14239,83.95543,115.20237,1.0
gsj,-43.87128906177883,-63.8894,75.0,95.2756,84.5959,113.21018,1.0
gsj,-43.781287230952444,-63.8894,74.0,98.01694,86.49389,116.01227,1.0
gsj,-43.69128397717763,-63.8894,72.00000000000001,99.9328,88.57872,117.91778,1.0
gsj,-43.601279300621705,-63.8894,73.00000000000001,102.56279,90.56945,120.57514,1.0
gsj,-43.51127320146605,-63.8894,73.79443165829632,103.67807,92.283646,121.65947,1.0
gsj,-43.421265679906114,-63.8894,74.97343440533598,106.50886,94.38547,124.529106,1.0
gsj,-43.33125673615139,-63.8894,79.99838333385355,107.576294,95.73349,125.56151,1.0
gsj,-43.24124637042546,-63.8894,75.0,109.189476,97.350716,127.185715,1.0
gsj,-43.151234582965905,-63.8894,72.00000000000001,110.2423,98.93497,128.22502,1.0
gsj,-43.06122137402443,-63.8894,69.96449768879644,110.85044,100.34946,128.79373,1.0
gsj,-42.97120674386675,-63.8894,75.41038148224496,114.24257,102.692825,132.22519,1.0
gsj,-42.88119069277266,-63.8894,79.97215879544191,117.12555,104.60309,135.14485,1.0
gsj,-44.8619380779628,-63.87338293564694,94.92895614479849,68.26611,60.445705,86.11394,1.0
gsj,-44.77267251540142,-63.857415294865866,92.0,73.72392,65.48142,91.53235,1.0
gsj,-44.683403326042956,-63.84149677357957,95.5167982404179,75.2692,66.90951,93.13885,1.0
gsj,-44.5941305235229,-63.825627070028304,95.0,82.420586,70.346466,100.393326,1.0
gsj,-44.50485412138627,-63.80980588474728,89.0,81.488625,71.154594,99.42405,1.0
gsj,-44.41557413308852,-63.79403292054444,89.0,87.01853,74.61349,104.976616,1.0
gsj,-44.326290571996644,-63.778307882478465,89.0,93.389534,77.15821,111.52727,1.0
gsj,-44.2370034513901,-63.762630477837035,85.38082832363534,93.12045,78.72116,111.16899,1.0
gsj,-44.147712784461845,-63.74700041611536,82.01076009715861,93.26771,79.907005,111.309456,1.0
gsj,-44.05841858431926,-63.73141740899493,81.0,95.725105,81.44821,113.85877,1.0
gsj,-43.96912086398519,-63.715881170322504,79.0,94.336334,82.720924,112.29315,1.0
gsj,-43.879819636398786,-63.700391416089374,74.0,93.89572,83.83858,111.80001,1.0
gsj,-43.790514914416576,-63.68494786441083,73.0,100.034096,86.81663,118.09109,1.0
gsj,-43.70120671081326,-63.66955023550586,74.15164984218379,102.13027,89.04884,120.20965,1.0
gsj,-43.611895038282746,-63.654198251677094,75.15277119937153,101.63445,90.28307,119.57667,1.0
gsj,-43.52257990943897,-63.63889163729097,71.83399292443308,102.648735,91.65827,120.61493,1.0
gsj,-43.433261336816855,-63.62363011875809,77.0,104.63324,93.59003,122.573784,1.0
gsj,-43.34393933287316,-63.608413424513905,75.97640662140665,107.72302,95.94419,125.69396,1.0
gsj,-43.254613909987405,-63.593241284999415,76.39266161322624,108.1728,97.02875,126.13463,1.0
gsj,-43.16528508046264,-63.57811343264232,80.16841930081016,110.22237,98.710526,128.19315,1.0
gsj,-43.07595285652643,-63.56302960183821,80.62710441575462,110.37077,99.89004,128.29224,1.0
gsj,-42.98661725033161,-63.54798952893204,79.29317875116834,113.72914,101.9161,131.70595,1.0
gsj,-42.89727827395717,-63.5329929521998,76.0,114.774605,103.69646,132.70793,1.0
gsj,-42.80793593940905,-63.518039611830346,70.42488136598688,114.783,104.6912,132.69812,1.0
gsj,-42.718590258621,-63.50312924990754,65.86399387146024,117.76875,107.352615,135.72478,1.0
gsj,-42.62924124345535,-63.48826161039245,81.48210158105675,122.604706,109.92986,140.6146,1.0
gsj,-42.539888905703826,-63.47343643910584,63.884403135226236,121.26982,110.714096,139.24788,1.0
gsj,-42.45053325708835,-63.45865348371084,44.470556959283314,119.976,112.64134,137.83322,1.0
gsj,-42.36117430926183,-63.44391249369577,37.0,123.110275,117.092865,140.86792,1.0
gsj,-42.27181207380889,-63.429213220357184,21.5993846046567,129.82413,127.60824,147.29482,1.0
gsj,-42.18244656224669,-63.41455541678311,24.998075928695144,170.89297,168.00865,188.46669,1.0
gsj,-42.09307778602564,-63.39993883783641,29.485321055285098,184.35072,179.96187,202.00871,1.0
gsj,-42.003705756530195,-63.38536324013842,42.21340729727495,197.35167,190.40283,215.18877,1.0
gsj,-41.914330485079525,-63.37082838205267,70.0,205.948,194.92584,223.92308,1.0
gsj,-41.824951982928326,-63.35633402366888,60.02016565507007,205.69083,196.3423,223.59857,1.0
gsj,-41.7355702612675,-63.341879926787016,65.96313730633571,209.11475,198.96358,227.0524,1.0
gsj,-41.64618533122483,-63.32746585490161,63.58447948340412,210.54112,200.67917,228.47305,1.0
gsj,-41.5567972038658,-63.31309157318623,54.55766732412001,212.20703,203.33836,230.11946,1.0
gsj,-41.46740589019418,-63.29875684847807,48.0,214.25172,206.32658,232.12564,1.0
gsj,-41.378011401152804,-63.28446144926279,47.0,217.8416,210.07664,235.69612,1.0
gsj,-41.288613747624176,-63.270205145659446,48.650765067212575,222.06169,214.2107,239.9247,1.0
gsj,-41.199212940431195,-63.25598770940558,24.3111056928347,223.01952,220.18071,240.5583,1.0
gsj,-44.86283889386596,-63.86545468104186,95.0,68.347786,60.47247,86.21025,1.0
gsj,-44.77447140949576,-63.841582508656494,93.0,82.3693,69.758705,100.20454,1.0
gsj,-44.68609757726485,-63.81778303962042,94.0,77.86459,67.9103,95.75956,1.0
gsj,-44.59771742733233,-63.79405583401565,95.0,91.09048,73.942696,108.74146,1.0
gsj,-44.50933098964313,-63.770400455198434,88.7071019852194,91.64302,75.28281,109.587715,1.0
gsj,-44.420938293930206,-63.7468164697684,89.0,83.87544,73.50457,101.79378,1.0
gsj,-44.33253936971667,-63.723303447538,89.0,96.29062,77.87884,114.58352,1.0
gsj,-44.24413424631801,-63.69986096150233,85.0,90.72888,78.07431,108.71615,1.0
gsj,-44.15572295284409,-63.67648858780923,83.0,91.03871,79.09008,109.01665,1.0
gsj,-44.06730551820132,-63.653185905729785,81.0,93.46876,80.98839,111.47712,1.0
gsj,-43.978881971094715,-63.62995249762908,81.0,95.032,82.67401,113.038506,1.0
gsj,-43.89045234002989,-63.60678794893729,76.20856159710851,94.9903,83.950386,112.94252,1.0
gsj,-43.80201665331509,-63.58369184812117,75.9906214198068,96.618095,85.74417,114.55826,1.0
gsj,-43.71357493906324,-63.560663786655724,71.0,96.33405,86.97993,114.20805,1.0
gsj,-43.62512722519386,-63.537703358996296,72.0,101.668945,89.972496,119.67284,1.0
gsj,-43.536673539435036,-63.514810162550866,70.28522796361261,103.37891,91.860985,121.385605,1.0
gsj,-43.44821390932536,-63.49198379765278,72.81753771676841,104.003845,93.3272,121.94864,1.0
gsj,-43.35974836221583,-63.469223867533614,75.01824121331089,106.88403,95.33519,124.80934,1.0
gsj,-43.271276925271714,-63.44652997829648,77.0,109.498634,97.06079,127.55087,1.0
gsj,-43.18279962547447,-63.42390173888954,73.28398411811419,107.43416,97.89897,125.31772,1.0
gsj,-43.09431648962353,-63.40133876107978,82.15440211922919,112.44537,100.78237,130.4055,1.0
gsj,-43.005827544338175,-63.37884065942719,75.10138936909593,111.76193,101.541,129.68759,1.0
gsj,-42.917332816059314,-63.356407051259076,78.62218356723918,118.0339,104.60472,136.10974,1.0
gsj,-42.828832331051274,-63.334037556644766,77.1389346794717,118.01539,105.68586,136.02866,1.0
gsj,-42.740326115403555,-63.31173179837048,75.0,117.98601,106.653076,135.96811,1.0
gsj,-42.651814195032614,-63.289489401914594,70.99999999999999,119.34117,108.53019,137.30063,1.0
gsj,-42.56329659568354,-63.26730999542305,81.55901757213883,122.446556,110.40694,140.42009,1.0
gsj,-42.47477334293178,-63.2451932096851,72.4616028016452,123.70932,112.04,141.71008,1.0
gsj,-42.386244462184884,-63.223138678109294,66.18808518715021,124.62806,113.62745,142.62553,1.0
gsj,-42.29770997868406,-63.201146036699704,60.99999999999999,125.101906,115.307144,143.04974,1.0
gsj,-42.20916991750594,-63.179214924032436,56.85385558221136,126.75478,117.613976,144.67343,1.0
gsj,-42.120624303564135,-63.157344981232356,57.0,130.13211,120.54751,148.08047,1.0
gsj,-42.03207316161092,-63.13553585195009,50.0,131.41663,123.26683,149.29086,1.0
gsj,-41.94351651623875,-63.113787182339216,46.0,134.49068,126.83362,152.35875,1.0
gsj,-41.85495439188194,-63.092098621033806,51.0,138.94202,130.52084,156.82756,1.0
gsj,-41.76638681281813,-63.07046981912607,53.23410104986666,142.94963,134.1795,160.85103,1.0
gsj,-41.67781380316992,-63.04890043014434,60.0,147.44691,137.55214,165.4079,1.0
gsj,-41.58923538690635,-63.02739011003123,53.0,148.60295,139.83472,166.50499,1.0
gsj,-41.500651587844395,-63.005938517122026,46.0,150.84775,143.23926,168.70853,1.0
gsj,-41.41206242965056,-62.984545312123345,33.87347577179853,153.25899,147.97206,170.98125,1.0
gsj,-41.32346793584223,-62.963210158091975,30.714040493360052,161.12485,156.67639,178.80496,1.0
gsj,-41.234868129789234,-62.94193272041395,27.0,173.61885,169.75725,191.22136,1.0
gsj,-41.146263034715275,-62.92071266678385,17.60312832100235,200.34985,199.50761,217.75494,1.0
gsj,-44.86409497706617,-63.85762240411661,95.59202231958983,68.351906,60.477936,86.214294,1.0
gsj,-44.776979804400355,-63.825940508808856,93.98196801679892,84.03794,71.07334,101.54027,1.0
gsj,-44.68985453474802,-63.79435374666636,93.9349116703649,77.22369,67.56387,95.10723,1.0
gsj,-44.60271922047653,-63.76286155437922,94.0,81.33495,70.66803,99.23592,1.0
gsj,-44.51557391357879,-63.73146337270084,89.0,81.962975,72.237854,99.82619,1.0
gsj,-44.42841866567691,-63.70015864641108,88.0,99.031425,77.185974,117.36507,1.0
gsj,-44.34125352802572,-63.668946824279885,88.40084671620585,89.33002,76.630646,107.31259,1.0
gsj,-44.2540785515164,-63.63782735903117,86.0,94.19079,78.91474,112.29122,1.0
gsj,-44.1668937866799,-63.60679970730724,84.48135259873212,90.382645,78.99764,108.33588,1.0
gsj,-44.07969928369051,-63.57586332963343,82.0,92.06767,80.75492,110.013016,1.0
gsj,-43.992495092369154,-63.54501769038321,80.0,94.88007,82.638145,112.88758,1.0
gsj,-43.90528126218692,-63.51426225774365,80.0,96.64524,84.32133,114.6502,1.0
gsj,-43.81805784226832,-63.48359650368119,79.46960977827466,98.09148,85.84948,116.0946,1.0
gsj,-43.73082488139466,-63.4530199039078,70.9209051702953,97.81899,87.115555,115.76051,1.0
gsj,-43.643582428007306,-63.42253193784752,73.91137851894946,103.71146,90.21287,121.82666,1.0
gsj,-43.556330530210936,-63.3921320886033,75.59987874237785,103.38158,91.501,121.370125,1.0
gsj,-43.46906923577675,-63.36181984292417,79.31096070371487,105.374245,93.15272,123.378685,1.0
gsj,-43.38179859214566,-63.33159469117284,68.86833789521813,105.00946,94.54325,122.95325,1.0
gsj,-43.294518646431385,-63.30145612729355,76.0,109.9551,97.2167,127.99842,1.0
gsj,-43.20722944542368,-63.27140364878025,77.0,109.55355,98.16953,127.51391,1.0
gsj,-43.119931035591236,-63.241436756645186,80.0,110.35598,99.67711,128.2778,1.0
gsj,-43.0326234630849,-63.21155495538771,80.27318926755835,113.64935,101.71618,131.63344,1.0
gsj,-42.945306773740604,-63.1817577529635,80.9236695967441,116.55528,103.71895,134.58574,1.0
gsj,-42.8579810130823,-63.15204466075401,77.99614408763222,116.70386,104.84708,134.69162,1.0
gsj,-42.77064622632502,-63.12241519353631,79.0,117.49657,106.328064,135.41751,1.0
gsj,-42.6833024583777,-63.09286886945321,83.66953996820587,121.40299,108.63295,139.34581,1.0
gsj,-42.5959497538461,-63.063405209983635,74.0,121.37964,109.8242,139.3508,1.0
gsj,-42.50858815703565,-63.03402373991339,72.0,120.79809,110.67285,138.7118,1.0
gsj,-42.42121771195432,-63.00472398730614,71.62465691525426,124.721825,113.093956,142.7248,1.0
gsj,-42.33383846231534,-62.97550548347479,68.0,124.39581,114.32447,142.31541,1.0
gsj,-42.24645045154001,-62.94636776295301,63.0,127.20531,116.60659,145.18634,1.0
gsj,-42.15905372276044,-62.91731036346717,65.55959984424233,129.01485,118.75621,146.95853,1.0
gsj,-42.07164831882224,-62.88833282590854,71.0,131.46796,120.85551,149.40904,1.0
gsj,-41.984234282287225,-62.85943469430569,57.764326607796434,132.26102,122.78916,150.19443,1.0
gsj,-41.89681165543601,-62.83061551579728,55.62290512926887,134.02106,125.08642,151.92036,1.0
gsj,-41.80938048027071,-62.801874840605024,55.96240547664682,137.34482,128.21402,155.26399,1.0
gsj,-41.72194079851748,-62.77321222200704,56.0,140.19968,131.15707,158.10991,1.0
gsj,-41.634492651629095,-62.744627216311315,49.99999999999999,142.38962,134.1219,160.27864,1.0
gsj,-41.547036080787514,-62.71611938282959,43.0,144.96263,137.75015,162.79991,1.0
gsj,-41.45957112690637,-62.687688283851415,41.79707044693309,149.2468,142.54025,167.03682,1.0
gsj,-41.37209783063348,-62.659333484618465,36.0,154.43791,148.65619,172.20659,1.0
gsj,-41.284616232353265,-62.63105455329917,30.0,161.39975,156.94788,179.08107,1.0
gsj,-41.19712637218927,-62.602851060963545,30.0,172.39139,167.99232,190.0533,1.0
gsj,-41.1096282900065,-62.57472258155828,21.892797080949226,187.03146,184.80678,204.5111,1.0
gsj,-41.02212202541384,-62.5466686918821,17.108800062564097,233.65543,232.80505,251.0894,1.0
gsj,-44.86570129250778,-63.84991750650762,96.0,68.35634,60.4836,86.21866,1.0
gsj,-44.78018769014276,-63.810551737878804,94.00000000000001,78.305405,69.18631,96.05328,1.0
gsj,-44.69465927284488,-63.77130202162896,94.21822547288215,75.51899,66.62118,93.40818,1.0
gsj,-44.60911611998929,-63.73216768993061,93.0,83.83624,72.14142,101.73125,1.0
gsj,-44.52355831039155,-63.693148079573454,89.0,83.865326,72.67367,101.81254,1.0
gsj,-44.43798592231279,-63.654242531924844,91.80133025334756,86.676834,74.65645,104.62903,1.0
gsj,-44.35239903346488,-63.61545039289064,90.0,92.95786,77.95734,110.91622,1.0
gsj,-44.26679772101541,-63.57677101287643,89.0,88.76652,77.47791,106.70983,1.0
gsj,-44.181182061592715,-63.53820374674916,86.0,91.451866,79.481636,109.42139,1.0
gsj,-44.09555213129091,-63.499747953799094,83.0,99.84017,82.40752,118.15948,1.0
gsj,-44.00990800567467,-63.461402997702194,80.0,95.116974,83.28227,113.071175,1.0
gsj,-43.924249759784125,-63.42316824648277,80.0,97.45365,84.990105,115.4486,1.0
gsj,-43.83857746813973,-63.385043072476634,82.0,99.39533,86.90139,117.38595,1.0
gsj,-43.75289120474692,-63.3470268522945,77.0,99.96458,88.091606,117.93132,1.0
gsj,-43.66719104310086,-63.30911896678573,73.0,102.16675,90.23071,120.1434,1.0
gsj,-43.5814770561911,-63.27131880100254,69.0,100.582794,90.94675,118.48048,1.0
gsj,-43.49574931650612,-63.23362574416442,68.0,103.64971,93.41716,121.57639,1.0
gsj,-43.410007896038024,-63.19603918962297,72.49550608041231,106.40788,95.622055,124.357155,1.0
gsj,-43.3242528662869,-63.15855853482709,75.0,109.42331,97.54109,127.428406,1.0
gsj,-43.23848429826534,-63.1211831812884,70.0,109.8274,99.12159,127.78073,1.0
gsj,-43.15270226250293,-63.08391253454715,70.0,111.7054,101.12407,129.65015,1.0
gsj,-43.0669068290505,-63.04674600413833,77.5382838785479,117.50505,104.0549,135.65778,1.0
gsj,-42.98109806748456,-63.009683003558116,71.03646381396894,118.317345,105.650215,136.39078,1.0
gsj,-42.895276046911505,-62.97272295023072,76.0464919701722,117.07372,106.44541,135.0188,1.0
gsj,-42.80944083597191,-62.93586526547545,76.68335170319142,119.881325,108.548965,137.84367,1.0
gsj,-42.72359250284471,-62.89910937447419,79.0,121.2167,109.94786,139.16942,1.0
gsj,-42.63773111525135,-62.86245470623909,78.0,123.57787,111.74591,141.5631,1.0
gsj,-42.55185674045988,-62.82590069358062,74.0,123.92819,113.066025,141.86827,1.0
gsj,-42.46596944528911,-62.78944677307594,74.9672255126404,124.10182,114.22401,142.00072,1.0
gsj,-42.3800692961125,-62.7530923850375,71.54308280560564,125.72973,116.02486,143.6184,1.0
gsj,-42.29415635886227,-62.716836973482025,65.04477681380507,129.41248,118.5148,147.40128,1.0
gsj,-42.208230699033315,-62.68067998609974,68.63467808877053,134.28505,121.31909,152.46713,1.0
gsj,-42.122292381687075,-62.64462087422389,59.53653237848881,132.24217,122.46883,150.17505,1.0
gsj,-42.03634147145547,-62.60865909280058,58.328193979078975,134.43408,124.97497,152.36545,1.0
gsj,-41.95037803254466,-62.57279410035883,58.59072780023084,137.55487,127.78968,155.51497,1.0
gsj,-41.86440212873891,-62.53702535898101,54.34259701663447,139.10086,130.14664,157.02065,1.0
gsj,-41.77841382340428,-62.501352334273484,45.00000000000001,140.44637,133.12631,158.2643,1.0
gsj,-41.69241317949237,-62.46577449533753,49.0,145.65526,137.56668,163.52441,1.0
gsj,-41.606400259544024,-62.43029131474056,44.74215060329626,148.908,141.63322,166.75392,1.0
gsj,-41.52037512569293,-62.39490226848761,45.0,153.06253,145.73444,170.88208,1.0
gsj,-41.434337839669226,-62.35960683599311,36.0,155.84149,150.13432,173.59239,1.0
gsj,-41.34828846280313,-62.32440450005283,34.05736843562686,162.898,157.53632,180.64099,1.0
gsj,-41.2622270560284,-62.289294746816225,34.0,170.5695,165.26031,188.29901,1.0
gsj,-41.17615367988589,-62.25427706575893,39.223116838042955,179.3171,172.83925,197.11404,1.0
gsj,-41.09006839452698,-62.21935094965554,28.0,184.47179,180.56357,202.09521,1.0
gsj,-41.00397125971702,-62.18451589455271,26.0,198.75775,195.374,216.33624,1.0
gsj,-40.91786233483872,-62.14977139974238,30.64969568628546,212.31445,207.86952,229.99327,1.0
gsj,-40.83174167889552,-62.11511696773535,22.118002924192062,223.95775,221.70851,241.46313,1.0
gsj,-40.74560935051496,-62.080552104235075,12.446244112839459,310.73917,312.96375,328.18906,1.0
gsj,-40.65946540795187,-62.046076318111695,8.0,371.6491,380.28174,392.17877,1.0
gsj,-40.57330990909173,-62.01168912137628,7.0,430.0435,436.6883,448.58575,1.0
gsj,-40.487142911453915,-61.977390029155366,4.0,482.58774,496.7742,502.76694,1.0
gsj,-40.40096447219478,-61.94317855966569,5.6311548915844885,535.5157,545.41394,554.8795,1.0
gsj,-40.314774648110955,-61.90905423418918,5.0,584.3719,595.0286,604.48755,1.0
gsj,-40.22857349564243,-61.87501657704814,7.0,642.6956,648.5771,660.48706,1.0
gsj,-40.14236107087563,-61.84106511558072,9.333343000731665,688.42053,692.09906,705.8337,1.0
gsj,-40.056137429546574,-61.807199380116536,17.77214879782857,724.23315,723.3926,741.6321,1.0
gsj,-39.969902627043844,-61.7734189039526,18.0,765.9976,765.15985,783.3866,1.0
gsj,-39.88365671841165,-61.73972322332941,14.0,818.2557,819.25586,835.6548,1.0
gsj,-39.79739975835282,-61.70611187740727,22.995887545562216,842.0864,839.8234,859.57263,1.0
gsj,-39.71113180123169,-61.67258440824284,11.15794597482661,911.3253,913.5386,928.74994,1.0
gsj,-39.62485290107715,-61.63914036076589,15.0,956.14014,956.14014,973.56647,1.0
gsj,-39.53856311158544,-61.605779282756295,13.914689435060891,1005.6359,1006.64435,1023.0688,1.0
gsj,-39.452262486123075,-61.57250072482116,18.0,1045.0967,1044.2399,1062.5533,1.0
gsj,-39.36595107772973,-61.539304240372275,15.0,1100.2496,1100.2496,1117.691,1.0
gsj,-39.27962893912096,-61.50618938560366,14.0,1151.3568,1152.3684,1168.8029,1.0
gsj,-39.193296122691045,-61.473155719469375,14.000000000000002,1201.97,1202.9855,1219.4325,1.0
gsj,-39.1069526805158,-61.44020280366154,8.292243483158648,1253.0516,1261.6698,1273.567,1.0
gsj,-39.02059866435524,-61.4073302025885,4.0,1304.7257,1318.904,1324.8961,1.0
gsj,-44.867651400745146,-63.8423708861806,96.33098734200992,68.319565,59.9571,86.1996,1.0
gsj,-44.78408226351298,-63.795477655315544,94.6797432332451,73.65157,64.71378,91.513435,1.0
gsj,-44.700492699165245,-63.748719552435816,93.92643918962284,84.23424,70.883224,102.03545,1.0
gsj,-44.61688281780124,-63.702095827517084,93.00165484441362,81.71456,70.52173,99.64109,1.0
gsj,-44.53325272876452,-63.65560573544047,91.0,81.81328,71.32142,99.745415,1.0
gsj,-44.44960254064953,-63.6092485359537,91.71964860348156,83.806335,73.339,101.72405,1.0
gsj,-44.365932361308126,-63.563023493632606,89.49556735989415,88.78078,76.064964,106.76103,1.0
gsj,-44.28224229785612,-63.516929877842955,89.56317065688341,93.60019,78.3883,111.6874,1.0
gsj,-44.198532456679715,-63.47096696270255,88.0,91.12727,79.00767,109.09725,1.0
gsj,-44.11480294344182,-63.425134027043775,85.0,98.67538,81.8839,116.89042,1.0
gsj,-44.03105386308842,-63.379430354376325,82.95292713118597,99.57146,83.72886,117.73978,1.0
gsj,-43.94728531985472,-63.3338552328504,79.0,93.12657,82.955696,111.04064,1.0
gsj,-43.863497417271496,-63.28840795522008,77.7914276864061,95.89732,85.38126,113.80885,1.0
gsj,-43.77969025817106,-63.24308781880714,73.0,98.52001,87.39751,116.46576,1.0
gsj,-43.69586394469341,-63.197894125465076,72.51001192814738,100.291794,89.13657,118.26199,1.0
gsj,-43.6120185782922,-63.152826181543496,75.82171645506452,102.9054,91.09223,120.89915,1.0
gsj,-43.52815425974072,-63.10788329785285,77.39199145916918,103.40218,92.45587,121.343414,1.0
