srcname,lat,lon,bat,tl_z_8,tl_z_half,tl_max_z,zs_max_tl
arasj,-45.93214254041128,-59.77196447642247,852.5102326090491,67.491936,82.406006,94.132576,58.0
arasj,-45.91418500074885,-59.770330008178846,870.6703375332422,79.18514,68.40224,95.10497,767.0
arasj,-45.89622738104081,-59.76869659392964,931.2769977781918,63.363663,68.24208,94.958496,552.0
arasj,-45.87826968131524,-59.767064232337475,900.8327627235752,71.47835,70.15705,100.0971,132.0
arasj,-45.86031190160023,-59.76543292206712,917.5909715721424,67.08813,74.86896,94.72789,328.0
arasj,-45.8423540419238,-59.763802661785455,888.6427356853117,77.43493,68.16505,102.91578,617.0
arasj,-45.824396102313976,-59.76217345016149,910.9722734696309,72.1979,73.47874,96.523506,733.0
arasj,-45.806438082798756,-59.76054528586635,860.210967243792,72.97319,73.283295,95.449905,454.0
arasj,-45.7884799834061,-59.75891816757327,851.6081291697487,84.60013,81.66032,108.942116,755.0
arasj,-45.77052180416397,-59.75729209395758,855.1433405854568,74.17498,75.01305,98.46003,843.0
arasj,-45.75256354510025,-59.755667063696734,852.4273085626872,71.158295,72.65966,101.2047,356.0
arasj,-45.734605206242875,-59.754043075470264,854.2540743381395,71.695015,71.256165,103.91573,791.0
arasj,-45.716646787619695,-59.75242012795982,858.4647412805375,78.67707,75.9545,101.503265,746.0
arasj,-45.69868828925856,-59.750798219849116,870.3163598139586,82.00597,71.25634,107.99744,144.0
arasj,-45.680729711187304,-59.74917734982398,891.2643941428314,74.88586,83.81353,107.13631,850.0
arasj,-45.66277105343373,-59.74755751657229,1149.033008005395,88.472435,85.12395,107.98859,369.0
arasj,-45.6448123160256,-59.745938718784025,971.441558908768,80.84415,78.39312,121.74318,590.0
arasj,-45.626853498990684,-59.74432095515123,889.0626789399097,81.96653,75.63908,103.21957,121.0
arasj,-45.60889460235669,-59.742704224368026,1130.2798759915847,79.44453,80.80902,103.84771,60.0
arasj,-45.59093562615136,-59.74108852513058,912.8866220613884,83.823395,82.93058,112.55923,843.0
arasj,-45.57297657040234,-59.73947385613714,845.1002604617671,81.90138,83.87051,107.60202,35.0
arasj,-45.55501743513732,-59.737860216087995,837.6536147424997,76.05088,77.84223,115.85747,209.0
arasj,-45.537058220383926,-59.736247603685506,838.0028757086397,83.08134,76.93493,108.61246,739.0
arasj,-45.51909892616977,-59.73463601763406,842.5976282339257,88.06197,88.105095,107.3946,90.0
arasj,-45.50113955252246,-59.73302545664011,853.1050743757324,84.51089,80.78503,111.907906,312.0
arasj,-45.48318009946954,-59.731415919412115,912.0477269415786,83.590805,79.6278,108.94693,152.0
arasj,-45.46522056703859,-59.72980740466062,962.6728594066689,79.626144,82.02058,114.058784,533.0
arasj,-45.44726095525712,-59.72819991109815,874.6052744360891,76.178635,83.562294,111.3028,754.0
arasj,-45.42930126415263,-59.726593437439305,927.2680948912523,97.72024,89.383896,120.22996,882.0
arasj,-45.41134149375259,-59.72498798240067,1184.3870475127967,84.580376,88.58434,112.099464,432.0
arasj,-45.39338164408447,-59.72338354470087,1236.9288762763813,86.825645,100.55189,114.21477,474.0
arasj,-45.375421715175705,-59.72178012306055,1025.872555803534,115.02518,80.4188,117.184975,827.0
arasj,-45.357461707053716,-59.720177716202336,839.5852396848475,88.354004,82.87092,116.705444,510.0
arasj,-45.339501619745874,-59.71857632285091,841.1446588968498,86.60227,82.81278,108.940445,662.0
arasj,-45.32154145327956,-59.716975941732905,841.0429935961223,82.49219,85.51021,106.85236,437.0
arasj,-45.303581207682136,-59.715376571576996,832.3169608929747,97.794075,86.49787,118.57165,638.0
arasj,-45.28562088298091,-59.71377821111383,827.9661467946794,86.71443,79.02385,111.44004,122.0
arasj,-45.26766047920318,-59.71218085907606,831.5678603930118,83.17118,84.11032,119.94392,190.0
arasj,-45.24969999637626,-59.7105845141983,842.5779112426068,84.53043,90.70176,109.44842,180.0
arasj,-45.23173943452738,-59.708989175217184,869.6652371634141,88.53271,87.41605,127.23262,453.0
arasj,-45.21377879368379,-59.707394840871295,884.3280609361796,95.007835,86.63711,118.20433,144.0
arasj,-45.195818073872715,-59.705801509901214,916.5549342049226,94.63648,90.64823,115.15631,252.0
arasj,-45.17785727512135,-59.70420918104948,911.7128807867681,89.2186,97.31188,110.52678,504.0
