srcname,lat,lon,bat,tl_z_8,tl_z_half,tl_max_z,zs_max_tl
zais,-38.41929534138877,-56.47773744612845,80.0,63.941338,70.66739,80.87214,1.0
zais,-38.329388850864625,-56.47049287276355,80.76855033387469,70.88154,62.076744,87.379486,1.0
zais,-38.23948053194927,-56.463266177905446,79.02467234347365,75.277695,67.433174,92.38104,1.0
zais,-38.149570388161365,-56.45605726022976,88.0,83.89425,70.11049,102.600746,1.0
zais,-38.05965842301669,-56.44886601908166,85.73069264033506,85.751144,76.887,102.66506,1.0
zais,-37.96974464002827,-56.44169235447004,76.60233334045658,86.013,79.89553,102.81823,1.0
zais,-37.87982904270651,-56.43453616706174,75.0,85.22678,76.867165,102.83804,1.0
zais,-37.78991163455935,-56.42739735817581,73.0,85.12462,77.221176,103.07166,1.0
zais,-37.699992419092375,-56.420275829777914,61.816234166748586,89.24419,80.97373,106.583855,1.0
zais,-37.610071399808916,-56.41317148447467,57.662912458365696,84.42569,79.61515,101.95801,1.0
zais,-37.520148580210254,-56.406084225508124,51.37544514403385,87.53756,81.81277,105.07876,1.0
zais,-37.43022396379567,-56.399013956750274,41.490401706397726,92.767815,84.5519,110.65605,1.0
zais,-37.34029755406264,-56.391960582697635,31.52725810098884,89.29513,85.92382,106.46178,1.0
zais,-37.250369354506894,-56.38492400846585,26.588645070140466,93.935295,90.87958,111.33107,1.0
zais,-37.1604393686226,-56.377904139784384,24.80845493661985,98.85983,96.581825,115.97768,1.0
zais,-37.070507599902406,-56.370900882991236,13.279714690681509,111.20875,111.858406,127.20234,1.0
zais,-36.98057405183767,-56.36391414502774,22.0,128.15802,126.258606,145.30421,1.0
zais,-36.890638727918464,-56.35694383343339,15.0,135.10423,135.10423,151.13208,1.0
zais,-36.80070163163378,-56.349989856340734,15.839217666204686,149.1619,149.1619,165.50616,1.0
zais,-36.710762766471575,-56.343052122470304,17.502471902350862,161.13368,160.51479,177.7555,1.0
zais,-36.620822135918964,-56.33613054112561,17.0,173.8199,173.20186,190.43822,1.0
zais,-36.53087974346223,-56.32922502218818,18.0,186.78487,186.13544,203.50935,1.0
zais,-36.440935592587046,-56.32233547611264,18.0,199.58852,198.9716,216.20193,1.0
zais,-36.35098968677851,-56.31546181392186,13.582028538968236,214.82457,215.47371,230.81442,1.0
zais,-36.26104202952126,-56.30860394720212,18.0,241.48665,240.87018,258.09665,1.0
zais,-36.17109262429963,-56.301761788098375,23.403987068337763,255.22205,252.87761,272.40543,1.0
zais,-36.081141474597686,-56.2949352493095,20.0,261.02997,259.77652,277.93854,1.0
zais,-35.99118858389939,-56.28812424408363,19.0,270.4839,269.33777,287.2248,1.0
zais,-35.90123395568868,-56.281328686213534,17.0,282.53268,281.9111,299.16748,1.0
zais,-35.81127759344955,-56.27454849003202,16.0,296.98425,296.98425,313.49667,1.0
zais,-35.72131950066625,-56.2677835704074,14.616680148051493,313.68005,314.3838,329.8871,1.0
zais,-35.631359680823174,-56.26103384273901,13.02632338569415,336.11658,336.77103,352.1305,1.0
