lat,lon,bat,tl_z_8,tl_z_half,tl_max_z
-37.75882455028353,-52.47175884670565,3957.7260188109985,147.7381097579675,129.10199980251767,165.6170124355083
-37.76813490442266,-52.491192217019154,3942.1602258730227,156.56439211043707,131.27157050918245,178.54276249174183
-37.77744203836029,-52.510630459917195,3945.331104979499,159.53009886442638,129.10330378996946,195.00372303412965
-37.78674595023253,-52.53007357657499,3946.7055414135466,151.30757118515604,122.35790814023751,173.84876406786316
-37.79604663817489,-52.54952156816579,3943.299449814709,151.81574707310028,134.69621253368018,168.81715571719545
-37.805344100322294,-52.568974435860845,3951.241210348755,154.37134228913064,125.86659431229421,180.1910432890902
-37.81463833480897,-52.58843218082934,3959.4288789082393,164.00594954510893,141.1203730472304,182.9385186270981
-37.8239293397686,-52.60789480423854,3927.7684633141225,157.39966647286266,129.3189618081166,180.88134467046152
-37.83321711333423,-52.62736230725365,3920.094616034775,148.69991347449155,139.6479691705776,174.4463295597757
-37.84250165363828,-52.646834691037895,3929.1225232518254,149.2601413327317,129.63686851962674,178.37706338528585
-37.85178295881255,-52.66631195675246,3940.495370725403,150.95973032058419,124.07941059814364,176.17178803091173
-37.861061026988246,-52.68579410555649,3953.2187076258306,154.17644937393962,125.40742411146611,177.10732266543116
-37.87033585629593,-52.70528113860716,3944.3044503092674,160.75602980417202,124.20634787210852,178.8845365540647
-37.87960744486557,-52.72477305705955,3938.3205061796984,150.04751661783686,141.27927811609317,170.59615345829584
-37.88887579082654,-52.744269862066794,3929.299456660381,153.22490767249295,132.86423229983956,170.3659625417495
-37.89814089230754,-52.76377155477988,3914.674644822736,158.05229762985394,131.55336146744847,177.02392978311732
-37.90740274743671,-52.78327813634785,3988.5940492489826,151.0298738055724,121.63739288120573,168.53407034103668
-37.91666135434158,-52.80278960791764,4001.8406938826492,148.7297079768988,128.8826548682054,165.88334010264194
-37.92591671114901,-52.82230597063419,3962.2261296650818,148.68545000547553,120.89460915649504,168.34084849119714
-37.93516881598533,-52.841827225640316,3912.897586777889,151.7460050860622,125.0256225112201,169.48306583282005
-37.94441766697618,-52.861353374076856,3862.3046513047016,157.78621295901627,129.62378914353852,175.8792892596983
-37.953663262246664,-52.88088441708253,3816.097447784232,149.11865784198807,142.06906891167588,166.63713012100501
-37.962905599921214,-52.900420355794026,3778.2930806861323,160.39729262048414,124.76823108279422,177.5476498614708
-37.9721446781237,-52.91996119134596,3773.7035303041002,164.0468970466162,124.11610107986392,181.1918490176918
-37.98138049497737,-52.93950692487085,3770.0951050010162,157.71931658684824,129.51172513946557,175.04462260279612
-37.99061304860484,-52.95905755749917,3761.303188543886,174.41793143189116,127.95379288363797,183.5618139402946
-37.99984233712814,-52.9786130903593,3750.217823102093,147.72468410031522,123.45004056585523,165.10404765150622
-38.009068358668706,-52.99817352457753,3733.4743026982146,157.12438479509245,145.98553986039542,173.99441920353817
-38.018291111347345,-53.01773886127807,3735.5911602642086,149.85732721648145,134.37209862706135,167.4276006202623
-38.027510593284276,-53.03730910158304,3738.203569763289,158.87880336308365,136.26929036871076,177.05090667863635
-38.03672680259909,-53.05688424661248,3727.647490674277,153.54792321254692,131.39895003488164,176.6688213699371
-38.0459397374108,-53.07646429748428,3719.881336149262,167.47182356064152,131.47517439066675,183.01640642467927
-38.055149395837816,-53.09604925531427,3726.982791571698,149.93710042134225,154.26533602617758,167.68938165564364
-38.0643557759979,-53.11563912121616,3710.9048932646656,156.51567377176414,130.61239985620296,173.61181539736137
-38.073558876008285,-53.13523389630156,3691.359932988214,154.52719198425282,126.9046367933478,172.05323852838112
-38.08275869398553,-53.1548335816799,3683.0419673942206,180.9494772350669,125.85006821569337,194.79058066477089
