lat,lon,bat,tl_z_8,tl_z_half,tl_max_z
-37.75882455028353,-52.47175884670565,3957.7260188109985,142.69720140591048,124.18116466558607,164.7557563798593
-37.76813490442266,-52.491192217019154,3942.1602258730227,151.61240149533907,121.37760231659117,173.28866346614518
-37.77744203836029,-52.510630459917195,3945.331104979499,148.82378692517204,144.93684435236193,166.2571914060879
-37.78674595023253,-52.53007357657499,3946.7055414135466,153.21548990008114,125.25839603987657,170.96848959741624
-37.79604663817489,-52.54952156816579,3943.299449814709,148.70780722393283,119.7217673942603,165.9048430633802
-37.805344100322294,-52.568974435860845,3951.241210348755,145.87530453445976,125.16671986342688,163.3207811639791
-37.81463833480897,-52.58843218082934,3959.4288789082393,144.39117137302523,127.21617472088644,188.45939505953643
-37.8239293397686,-52.60789480423854,3927.7684633141225,159.16205132316296,132.16957505747675,177.39898239752168
-37.83321711333423,-52.62736230725365,3920.094616034775,157.97749106530517,128.53439083086698,180.02381097377216
-37.84250165363828,-52.646834691037895,3929.1225232518254,148.03274918179002,125.40764551142519,167.68571317871542
-37.85178295881255,-52.66631195675246,3940.495370725403,141.7926979802698,123.23721773112327,159.4745731090861
-37.861061026988246,-52.68579410555649,3953.2187076258306,145.46148182282593,131.63765180900413,172.38686462899392
-37.87033585629593,-52.70528113860716,3944.3044503092674,167.07352262414733,148.35252616580763,182.9738434961978
-37.87960744486557,-52.72477305705955,3938.3205061796984,147.5300617194346,130.53586725672477,165.37368440662092
-37.88887579082654,-52.744269862066794,3929.299456660381,153.20824438395414,125.59783546239329,170.79138885987368
-37.89814089230754,-52.76377155477988,3914.674644822736,145.2354526901711,132.58051249107928,180.65862398443136
-37.90740274743671,-52.78327813634785,3988.5940492489826,151.06637002857838,125.38937577942635,168.7720417976895
-37.91666135434158,-52.80278960791764,4001.8406938826492,144.45879473182728,119.764334806715,161.86972467578846
-37.92591671114901,-52.82230597063419,3962.2261296650818,151.50663684219126,129.0163286679256,173.76984154994102
-37.93516881598533,-52.841827225640316,3912.897586777889,158.7629471910682,121.53634849608007,173.61206448634923
-37.94441766697618,-52.861353374076856,3862.3046513047016,146.06527300511766,129.8635853342557,165.43714541833924
-37.953663262246664,-52.88088441708253,3816.097447784232,145.29837622573393,126.83891775058703,174.28206607306979
-37.962905599921214,-52.900420355794026,3778.2930806861323,140.27805221795913,125.7581741989419,170.75427284095383
-37.9721446781237,-52.91996119134596,3773.7035303041002,153.6630721344045,134.03416570697158,171.95068473470536
-37.98138049497737,-52.93950692487085,3770.0951050010162,154.11826039903843,157.0185917768053,170.71363906674028
-37.99061304860484,-52.95905755749917,3761.303188543886,151.4880947688866,124.96701791385692,168.5443481101056
-37.99984233712814,-52.9786130903593,3750.217823102093,163.26973291828406,132.1738229692215,185.6259272790876
-38.009068358668706,-52.99817352457753,3733.4743026982146,151.01256354977218,125.23475062839236,168.59916073411648
-38.018291111347345,-53.01773886127807,3735.5911602642086,144.7818323434041,134.0174067603498,162.37847204164586
-38.027510593284276,-53.03730910158304,3738.203569763289,147.4585795211392,125.86154225580684,164.52255096634332
-38.03672680259909,-53.05688424661248,3727.647490674277,143.5028722208086,130.76749082107415,170.9374496582621
-38.0459397374108,-53.07646429748428,3719.881336149262,151.30566090413143,140.5692066049324,168.7690697860322
-38.055149395837816,-53.09604925531427,3726.982791571698,155.21361471427093,125.0745350289697,175.61791238629604
-38.0643557759979,-53.11563912121616,3710.9048932646656,148.92272715106068,130.1182168766487,174.17409623126886
-38.073558876008285,-53.13523389630156,3691.359932988214,146.13007594922055,133.90343749648812,163.67056892148753
-38.08275869398553,-53.1548335816799,3683.0419673942206,169.27262366678266,126.93281446304236,187.15054042155705
-38.091955228045656,-53.174438178458615,3675.043021032101,151.2460784990091,136.50875893343203,173.2413190591524
-38.10114847630403,-53.19404768774289,3660.48985417919,147.96386268881017,128.45498601688797,172.095152334127
-38.11033843687545,-53.21366211063585,3643.8802228346426,152.52546882096848,127.8617276853798,169.48277298343118
-38.119525107874104,-53.23328144823848,3627.0954349866934,144.9750744685247,130.21850445074088,162.07845754695214
-38.1287084874136,-53.25290570164963,3622.8026316317537,153.60937158523558,133.0514326912026,170.96034301302393
-38.137888573606915,-53.27253487196599,3613.7765191659887,151.4374558848438,124.9478707897616,168.92303774181343
-38.147065364566444,-53.29216896028212,3610.1751370445795,151.22128314689178,125.82440143538864,168.72035542033223
-38.156238858404016,-53.31180796769044,3615.3214304818716,145.24752335904807,137.88015658786216,166.0815681863586
-38.165409053230796,-53.3314518952812,3650.0262953258007,145.1633754962428,122.97010777832162,162.65473637267797
-38.17457594715742,-53.35110074414251,3718.618112867508,146.71610727103433,122.64987027857842,173.783389574303
-38.18373953829389,-53.37075451536033,3793.2739550804754,169.57957545320684,122.50475940427569,184.06527010672767
-38.19289982474963,-53.390413210018416,3803.8407451809326,149.03052513375204,131.02676417025452,166.59744924529394
-38.20205680463346,-53.41007682919838,3771.5895085471852,159.1990728066915,135.05949734612162,179.61662662893804
